ITLP1,3,C,ITP1_3_C,"
<H1>2 つの数の交換</H1><br>

<p>
２つの整数 <i>x</i>, <i>y</i> を読み込み、それらを値が小さい順に出力するプログラムを作成して下さい。
</p>

<p>
ただし、この問題は以下に示すようにいくつかのデータセットが与えられることに注意して下さい。
</p>


<H2>Input</H2>

<p>
入力は複数のデータセットから構成されています。各データセットは空白で区切られた２つの整数 <i>x</i>, <i>y</i> を含む１行から構成されています。
</p>

<p>
<i>x</i> と <i>y</i> がともに 0 のとき入力の終わりを示し、このデータセットに対する出力を行ってはいけません。
</p>


<H2>Output</H2>

<p>
各データセットごとに、<i>x</i> と <i>y</i> を小さい順に並べたものを１行に出力して下さい。<i>x</i> と <i>y</i> の間には１つの空白を入れて下さい。
</p>

<h2>Constraints</h2>

<ul>
<li> 0 &le; <i>x</i>, <i>y</i> &le; 10,000</li>
<li>データセットの数は 3,000 を超えない。</li>
</ul>



<H2>Sample Input</H2>

<pre>
3 2
2 2
5 3
0 0
</pre>

<H2>Sample Output</H2>

<pre>
2 3
2 2
3 5
</pre>
"
ITLP1,3,D,ITP1_3_D,"
<h1>約数の数</h1><br>

<p>
３つの整数 $a$、$b$、$c$ を読み込み、$a$ から $b$ までの整数の中に、$c$ の約数がいくつあるかを求めるプログラムを作成してください。
</p>

<h2>Input</h2>
<p>
$a$、$b$、$c$ が１つの空白区切りで１行に与えられます。
</p>

<h2>Output</h2>
<p>
約数の数を１行に出力してください。
</p>

<h2>Constraints</h2>

<ul>
<li>$ 1 \leq a, b, c \leq 10000$</li>
<li>$ a \leq  b$</li>
</ul>

<h2>Sample Input</h2>
<pre>
5 14 80
</pre>

<h2>Sample Output</h2>
<pre>
3
</pre>"
ITLP1,4,A,ITP1_4_A,"
<H1>割り算</H1><br>

<p>
２つの整数 <i>a</i> と <i>b</i> を読み込んで、以下の値を計算するプログラムを作成して下さい：
</p>

<ul>
<li>a &divide; b ： <i>d</i> (整数)</li>
<li>a &divide; b の余り ： <i>r</i> (整数)</li>
<li>a &divide; b ： <i>f</i> (浮動小数点数)</li>
</ul>

<H2>Input</H2>
<p>
1行に２つの整数 <i>a</i>, <i>b</i> が与えられます。
</p>

<H2>Output</H2>

<p>
<i>d</i>, <i>r</i>, <i>f</i> を１つの空白で区切って１行に出力して下さい。<i>f</i>については、0.00001以下の誤差があってもよいものとします。
</p>


<H2>Constraints</H2>


<ul>
<li>1 &le; <i>a</i>, <i>b</i> &le; 10<sup>9</sup></li>
</ul>

<H2>Sample Input</H2>

<pre>
3 2
</pre>

<H2>Sample Output</H2>

<pre>
1 1 1.50000
</pre>"
ITLP1,4,B,ITP1_4_B,"<H1>円の面積と円周</H1><br>


<p>
半径 <i>r</i> の円の面積と円周の長さを求めるプログラムを作成して下さい。
</p>


<H2>Input</H2>
<p>
１つの実数 <i>r</i> が与えられます。
</p>

<H2>Output</H2>

<p>
面積と円周の長さを１つの空白で区切って１行に出力して下さい。出力は浮動小数点数とし、0.00001 以下の誤差を含んでもよいものとします。
</p>

<H2>Constraints</H2>

<ul>
<li>0 &lt; <i>r</i> &lt; 10,000</li>
</ul>

<H2>Sample Input 1</H2>

<pre>
2
</pre>



<H2>Sample Output 1</H2>

<pre>
12.566371 12.566371
</pre>

<H2>Sample Input 2</H2>

<pre>
3
</pre>


<H2>Sample Output 2</H2>

<pre>
28.274334 18.849556
</pre>


"
ITLP1,4,C,ITP1_4_C,"
<H1>計算機</H1><br>

<p>
２つの整数 <i>a</i>, <i>b</i> と１つの演算子 <i>op</i> を読み込んで、<i>a</i> <i>op</i> <i>b</i> を計算するプログラムを作成して下さい。ただし、演算子 <i>op</i> は、""<span>+</span>""(和)、""<span>-</span>""(差)、""<span>*</span>""(積)、""<span>/</span>""(商)、のみとし、割り算で割り切れない場合は、小数点以下を切り捨てたものを計算結果とします。
</p>


<H2>Input</H2>
<p>
入力は複数のデータセットから構成されています。各データセットの形式は以下のとおりです：
</p>

<p>
<i>a</i> <i>op</i> <i>b</i>
</p>

<p>
<i> op </i> が '?' のとき 入力の終わりを示します。このケースの出力は行ってはいけません。
</p>


<H2>Output</H2>

<p>
各データセットについて、計算結果を１行に出力して下さい。
</p>

<H2>Constraints</H2>
<ul>
<li> 0 &le; a, b &le; 20000</li>
<li> 0 による割り算が与えられることはありません。</li>
</ul>

<H2>Sample Input</H2>

<pre>
1 + 2
56 - 18
13 * 2
100 / 10
27 + 81
0 ? 0
</pre>

<H2>Sample Output</H2>

<pre>
3
38
26
10
108
</pre>"
ITLP1,4,D,ITP1_4_D,"
<h1>最小値、最大値、合計値</h1><br>

<p>
$n$ 個の整数 $a_i (i = 1, 2, ... n)$を入力し、それらの最小値、最大値、合計値を求めるプログラムを作成してください。
</p>

<h2>Input</h2>
<p>
１行目に整数の数 $n$ が与えられます。２行目に $n$ 個の整数 $a_i$ が空白区切りで与えられます。
</p>

<h2>Output</h2>
<p>
最小値、最大値、合計値を空白区切りで１行に出力してください。
</p>


<h2>Constraints</h2>

<ul>
<li>$0 < n \leq 10000$</li>
<li>$-1000000 \leq a_i \leq 1000000$</li>
</ul>

<h2>Sample Input</h2>
<pre>
5
10 1 5 4 17
</pre>

<h2>Sample Output</h2>

<pre>
1 17 37
</pre>"
ITLP1,5,A,ITP1_5_A,"<H1>長方形の描画</H1><br>

<p>
たて<i>H</i> cm よこ <i>W</i> cm の長方形を描くプログラムを作成して下さい。
</p>

<p>
1 cm &times; 1cm の長方形を '<span>#<span>'で表します。
</p>


<H2>Input</H2>
<p>
入力は複数のデータセットから構成されています。各データセットの形式は以下のとおりです：
</p>

<p>
<i>H</i> <i>W</i>
</p>

<p>
<i>H</i>, <i>W</i> がともに 0 のとき、入力の終わりとします。
</p>

<H2>Output</H2>

<p>
各データセットについて、<i>H</i> &times; <i>W</i> 個の '<span>#<span>' で描かれた長方形を出力して下さい。
</p>

<p>
各データセットの後に、１つの空行を入れて下さい。
</p>

<h2>Constraints</h2>
<ul>
<li>  1 &le; <i>H</i> &le; 300</li>
<li>  1 &le; <i>W</i> &le; 300</li>
</ul>


<H2>Sample Input</H2>

<pre>
3 4
5 6
2 2
0 0
</pre>

<H2>Sample Output</H2>

<pre>
####
####
####

######
######
######
######
######

##
##

</pre>
"
ITLP1,5,B,ITP1_5_B,"<H1>フレームの描画</H1><br>

<p>
以下のような、たて<i>H</i> cm よこ <i>W</i> cm の枠を描くプログラムを作成して下さい。
</p>

<pre>
##########
#........#
#........#
#........#
#........#
##########
</pre>

<p>
上図は、たて 6 cm よこ 10 cm の枠を表しています。
</p>

<H2>Input</H2>
<p>
入力は複数のデータセットから構成されています。各データセットの形式は以下のとおりです：
</p>

<p>
<i>H</i> <i>W</i>
</p>

<p>
<i>H</i>, <i>W</i> がともに 0 のとき、入力の終わりとします。
</p>

<H2>Output</H2>
<p>
各データセットについて、たて <i>H</i> cm よこ <i>W</i> cm の枠を出力して下さい。
</p>

<p>
各データセットの後に、１つの空行を入れて下さい。
</p>

<h2>Constraints</h2>
<ul>
  <li>3 &le; <i>H</i> &le; 300</li>
  <li>3 &le; <i>W</i> &le; 300</li>
</ul>>

<H2>Sample Input</H2>

<pre>
3 4
5 6
3 3
0 0
</pre>



<H2>Sample Output</H2>

<pre>
####
#..#
####

######
#....#
#....#
#....#
######

###
#.#
###

</pre>
"
ITLP1,5,C,ITP1_5_C,"<H1>チェスボードの描画</H1><br>

<p>
以下のような、たて<i>H</i> cm よこ <i>W</i> cm のチェック柄の長方形を描くプログラムを作成して下さい。
</p>

<pre>
#.#.#.#.#.
.#.#.#.#.#
#.#.#.#.#.
.#.#.#.#.#
#.#.#.#.#.
.#.#.#.#.#
</pre>

<p>
上図は、たて 6 cm よこ 10 cm の長方形を表しています。
</p>

<p>
長方形の左上が ""<span>#</span>"" となるように描いて下さい。
</p>


<H2>Input</H2>
<p>
入力は複数のデータセットから構成されています。各データセットの形式は以下のとおりです：
</p>

<p>
<i>H</i> <i>W</i>
</p>

<p>
<i>H</i>, <i>W</i> がともに 0 のとき、入力の終わりとします。
</p>

<H2>Output</H2>

<p>
各データセットについて、たて <i>H</i> cm よこ <i>W</i> cm の枠を出力して下さい。
</p>

<p>
各データセットの後に、１つの空行を入れて下さい。
</p>


<h2>Constraints</h2>
<ul>
  <li>1 &le; <i>H</i> &le; 300</li>
  <li>1 &le; <i>W</i> &le; 300</li>
</ul>

<H2>Sample Input</H2>

<pre>
3 4
5 6
3 3
2 2
1 1
0 0
</pre>



<H2>Sample Output</H2>

<pre>
#.#.
.#.#
#.#.

#.#.#.
.#.#.#
#.#.#.
.#.#.#
#.#.#.

#.#
.#.
#.#

#.
.#

#

</pre>
"
ITLP1,5,D,ITP1_5_D,"
<h1>構造化プログラミング</h1><br>
 
<p>
goto 文は、C/C++言語などで使うことのできる文で、実行されると無条件に指定されたラベルに処理が飛びます。例えば <span>goto CHECK_NUM;</span> という文が実行されると、プログラムの中で <span>CHECK_NUM:</span> と書かれた行に処理が移ります。この機能を使って、繰り返し処理なども実現することができます。
</p>

<p>
一方、goto 文は自由度が高すぎ、プログラムの可読性に影響するため、可能な限り使わないことが推奨されています。
</p>

<p>
次のC++言語のプログラムと同じ動作をするプログラムを作成してください。ただし、goto 文は使わないで実装してみましょう。
</p>

<pre>
void call(int n){
  int i = 1;
 CHECK_NUM:
  int x = i;
  if ( x % 3 == 0 ){
    cout << "" "" << i;
    goto END_CHECK_NUM;
  }
 INCLUDE3:
  if ( x % 10 == 3 ){
    cout << "" "" << i;
    goto END_CHECK_NUM;
  }
  x /= 10;
  if ( x ) goto INCLUDE3;
 END_CHECK_NUM:
  if ( ++i <= n ) goto CHECK_NUM;

  cout << endl;
}
</pre>

<h2>Input</h2>
<p>
１つの整数 $n$ が１行に与えられます。
</p>

<h2>Output</h2>
<p>
上記プログラムに入力の整数 $n$ を与えた結果を出力してください。
</p>

<h2>Constraints</h2>
<ul>
<li>$3 \leq n \leq 10000$</li>
</ul>

<h2>Sample Input</h2>

<pre>
30
</pre>

<h2>Sample Output</h2>

<pre>
 3 6 9 12 13 15 18 21 23 24 27 30
</pre>
<p>
※先頭に空白を出力することに注意してください。
</p>

"
ITLP1,6,A,ITP1_6_A,"
<H1>数列の反転</H1><br>

<p>
与えられた数列を逆順に出力するプログラムを作成して下さい。
</p>


<H2>Input</H2>
<p>
入力は以下の形式で与えられます：
</p>

<pre>
<var>n</var>
<var>a</var><sub>1</sub> <var>a</var><sub>2</sub> . . . <var>a</var><sub><var>n</var></sub>
</pre>

<p>
<var>n</var> は数列の長さを示し、<var>a<sub>i</sub></var> は <var>i</var> 番目の数を表します。
</p>



<H2>Output</H2>

<p>
逆順の数列を１行に出力して下さい。数列の要素の間に１つの空白を入れて下さい（最後の数の後に空白は入らないことに注意して下さい）。
</p>

<h2>Constraints</h2>
<ul>
<li><var>n</var> &le; 100</li>
<li>0 &le; <var>a<sub>i</sub></var> &lt; 1000</li>
</ul>


<H2>Sample Input 1</H2>

<pre>
5
1 2 3 4 5
</pre>

<H2>Sample Output 1</H2>

<pre>
5 4 3 2 1
</pre>

<H2>Sample Input 2</H2>

<pre>
8
3 3 4 4 5 8 7 9
</pre>

<H2>Sample Output 2</H2>

<pre>
9 7 8 5 4 4 3 3
</pre>
"
ITLP1,6,B,ITP1_6_B,"
<H1>不足しているカードの発見</H1><br>

<p>
太郎が花子と一緒にトランプ遊びをしようとしたところ、52枚あるはずのカードが n 枚のカードしか手元にありません。これらの n 枚のカードを入力として、足りないカードを出力するプログラムを作成して下さい。
</p>

<p>
太郎が最初に持っていたトランプはジョーカーを除く52枚のカードです。
</p>

<p>
52枚のカードは、スペード、ハート、クラブ、ダイヤの４つの絵柄に分かれており、各絵柄には13のランクがあります。
</p>


<H2>Input</H2>
<p>
最初の行に太郎が持っているカードの枚数 n (n &le; 52)が与えられます。
</p>

<p>
続いて <i>n</i> 組のカードがそれぞれ１行に与えられます。各組は１つの空白で区切られた文字と整数です。文字はカードの絵柄を表し、スペードが'<span>S</span>'、ハートが'<span>H</span>'、クラブが'<span>C</span>'、ダイヤが'<span>D</span>'で表されています。整数はそのカードのランク(1 〜 13)を表しています。
</p>

<H2>Output</H2>

<p>
足りないカードをそれぞれ1行に出力して下さい。各カードは入力と同様に１つの空白で区切られた文字と整数です。出力するカードの順番は以下のとおりとします：
</p>

<ul>
<li>絵柄がスペード、ハート、クラブ、ダイヤの順番で優先的に出力する。</li>
<li>絵柄が同じ場合は、ランクが小さい順に出力する。</li>
</ul>

<H2>Sample Input</H2>

<pre>
47
S 10
S 11
S 12
S 13
H 1
H 2
S 6
S 7
S 8
S 9
H 6
H 8
H 9
H 10
H 11
H 4
H 5
S 2
S 3
S 4
S 5
H 12
H 13
C 1
C 2
D 1
D 2
D 3
D 4
D 5
D 6
D 7
C 3
C 4
C 5
C 6
C 7
C 8
C 9
C 10
C 11
C 13
D 9
D 10
D 11
D 12
D 13
</pre>

<H2>Sample Output</H2>

<pre>
S 1
H 3
H 7
C 12
D 8
</pre>
"
ITLP1,6,C,ITP1_6_C,"<H1>公舎の入居者数</H1><br>

<p>
Ａ大学は１フロア１０部屋、３階建ての公舎４棟を管理しています。公舎の入居・退去の情報を読み込み、各部屋の入居者数を出力するプログラムを作成して下さい。
</p>

<p>
n件の情報が与えられます。各情報では、４つの整数b, f, r, vが与えられます。これは、b棟f階のr番目の部屋にv人が追加で入居したことを示します。vが負の値の場合、-v人退去したことを示します。
</p>

<p>
最初、全ての部屋には誰も入居していないものとします。
</p>

<H2>Input</H2>
<p>
最初の行に情報の数 n が与えられます。
</p>

<p>
続いて <i>n</i> 件の情報が与えられます。各情報には４つの整数 b, f, r, v が空白区切りで１行に与えられます。
</p>


<H2>Output</H2>

<p>
４棟について入居者数を出力して下さい。各棟について、１階、２階、３階の順に入居者数を出力します。各階については、１番目、２番目、・・・、１０番目の部屋の入居者数を順番に出力します。入居者数の前には１つの空白を出力して下さい。また、各棟の間には<span>####################</span>(20個の<span>#</span>)で区切って下さい。
</p>

<h2>Constraints</h2>
<ul>
<li>間違った棟番号・階・部屋番号は与えられない。</li>
<li>管理の過程で１部屋の入居者数が０より少なくなることはない。</li>
<li>管理の過程で１部屋の入居者数が9より多くなることはない。</li>
</ul>

<H2>Sample Input</H2>

<pre>
3
1 1 3 8
3 2 2 7
4 3 8 1
</pre>



<H2>Sample Output</H2>

<pre>
 0 0 8 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
####################
 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
####################
 0 0 0 0 0 0 0 0 0 0
 0 7 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
####################
 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0
</pre>

"
ITLP1,6,D,ITP1_6_D,"
<h1>ベクトルと行列の積</h1><br>

<p>
$ n \times m$ の行列 $A$ と、$m \times 1$ の列ベクトル$b$ を読み込み、$A$ と $b$ の積を出力するプログラムを作成してください。
</p>

<p>
次のように $m$ 個の数を縦に並べたものを $m \times 1$の列ベクトルと呼びます。
</p>

\[
  b = \left(
    \begin{array}{c}
      b_1  \\
      b_2  \\
      : \\ 
      b_m \\ 
    \end{array}
  \right)
\]

<p>
次のように $n$ 個の数を含む列ベクトルを $m$ 個横に並べたものを $n \times m$ の行列と呼びます。
</p>


\[
  A = \left(
    \begin{array}{cccc}
      a_{11} & a_{12} & ... & a_{1m} \\
      a_{21} & a_{22} & ... & a_{2m} \\
       :    &   :   &  :  &  : \\
      a_{n1} & a_{n2} & ... & a_{nm} \\
    \end{array}
  \right)
\]

<p>
ベクトルまたは行列の中に含まれる数のことを要素と呼び、$m \times 1$ の列ベクトル $b$ の上から $i$ 番目の要素は $b_i (i = 1,2,..., m)$、$n \times m$ の行列 $A$ には $n \times m$ 個の要素が含まれ、$i$ 行 $j$ 列目の要素は $a_{ij} (i = 1, 2, ..., n, j = 1, 2, ..., m)$で示されます。
</p>

<p>
$n \times m$の行列 $A$ と$m \times 1$の列ベクトル $b$ の積は、$n \times 1$の列ベクトル $c$ となり、$c$ の $i$ 番目の要素 $c_i$ は次の式で得られます：
</p>


\[
c_i = \sum_{j=1}^m a_{ij}b_j  = a_{i1}b_1 + a_{i2}b_2 + ... + a_{im}b_m
\]


<h2>Input</h2>
<p>
１行目に $n$ と $m$ が空白区切りで与えられます。続く $n$ 行に行列 $A$ の要素 $a_{ij}$ が空白区切りで与えられます。続く $m$ 行にベクトル $b$ の要素 $b_i$ がそれぞれ１行に与えられます。
</p>

<h2>Output</h2>
<p>
出力は $n$ 行からなります。ベクトル $c$ の要素 $c_i$ をそれぞれ１行に出力してください。
</p>

<h2>Constraints</h2>
<ul>
<li>$1 \leq n, m \leq 100$</li>
<li>$0 \leq b_i, a_{ij} \leq 1000$</li>
</ul>

<h2>Sample Input</h2>
<pre>
3 4
1 2 0 1
0 3 0 1
4 1 1 0
1
2
3
0
</pre>


<h2>Sample Output</h2>
<pre>
5
6
9
</pre>

"
